"","text"
"17907"," membantu"
"17908"," membantu"
"17909"," membantu"
"17910"," membantu"
"17911"," membantu"
"17912"," membantu"
"17913"," membantu"
"17914"," membantu"
"17915"," membantu"
"17916"," membantu"
"17917"," membantu"
"17918"," membantu"
"17919"," membantu"
"17920","semoga maju programnya"
"17921"," membantu"
"17922","aplikasinya baguss bangetbangetbangetttt ğğtop dehh pkoknya ğğ"
"17923","mantap terima kasih bpjs"
"17924","aman pnting"
"17925","mantab berguna"
"17926","aplikasinya mudah bagus"
"17927"," mudah cepat"
"17928","bermafaat "
"17929","pelayanany bagus"
"17930","membantu informasi pengobatan"
"17931"," menolong"
"17932"," membantu"
"17933"," membantu"
"17934","pelayanan sip"
"17935","alhamdulillah jd gratis lahiran"
"17936"," mempermudah apliksi iniğ"
"17937","smg tingkatkn terbaik"
"17938"," update"
"17939"," bintang membuktikan"
"17940"," "
"17941"," "
"17942","aplikasinya mantap"
"17943"," membantu"
"17944","woalah update mlh gk bs log in payahhhhh"
"17945"," bagus"
"17946","terimakasih mobile jkn"
"17947","bagus diakses"
"17948","susah masuknya"
"17949"," bagus lancar mempermudah"
"17950","lumayannnn ayo aplikasinya tambahh performa"
"17951"," simple"
"17952"," membantu sekaliğ"
"17953","bagus "
"17954"," ribet ya"
"17955"," membantu aplikasinyaaaağğğğğğğ"
"17956"," membantu jkn"
"17957"," membatu membantu"
"17958"," bagus tingkatkan"
"17959","bagus tau saldonya"
"17960","makasi membantu"
"17961","bagusmudahgak ribet"
"17962"," akurat "
"17963","perbaiki biar bagus"
"17964"," dpt data bpjs mobile jkn"
"17965","mudah capat efesien"
"17966","terimakasih membantu mempersulit dimasa pandemi perbaikan data susah langsung kekantor disana disuruh chat pandawa giliran udah ngechat nggak balasan ditunggu jam udah penuh suruh ngechat besok udah gitu terimakasih kemudahan"
"17967"," terbaik"
"17968","ko lgi aplikasinya dibuka"
"17969"," update"
"17970","membantu disaat dibutuhkan"
"17971"," membantu"
"17972","memudahkan banget lupa bawa bpjs card"
"17973"," buka root"
"17974","aplikaainya keren"
"17975","pelayanan oke"
"17976"," membantu"
"17977"," massalah lancar"
"17978"," membantusesama"
"17979","aplikasinya bagus"
"17980","bagus mempernudah"
"17981","kog dibuka"
"17982"," san membantu"
"17983","bagus membantu"
"17984","bagussangat membantu"
"17985"," lancar cepat"
"17986","bagus membantu "
"17987","masuknya susah min"
"17988","smoga tambh berkembang "
"17989","ayooo dukung program pemerintah"
"17990","ok terkadang eror"
"17991"," udah ringan mantaap"
"17992","membantu pilih faskes"
"17993","semoga bermanfaat"
"17994"," membantu terimakasih jkn kisih"
"17995","hrs sllu update trs apknyağ"
"17996","pelayanannya memuaskan"
"17997","semoga jkn jaya"
"17998","bagus mempermudah kepengurusan bpjs"
"17999","makasih mobile jkn"
"18000","membantu trimksh"
"18001","menyenangkan"
"18002","mempermudah kebutuhan"
"18003"," muluuuubikin kesel ajaaaa"
"18004"," membantu"
"18005","bagus cepat"
"18006","mantul"
"18007","sinyal ok"
"18008","mantap ok"
"18009","ğğğğğğğğğğ"
"18010","lupa ngisi nomor hp email diulang adakah bantuan sistemnya"
"18011",""
"18012","ok"
"18013","nice"
"18014","bagus"
"18015",""
"18016","ok"
"18017","bru dicoba dibuka aplikasihnya"
"18018"," terimakasih"
"18019"," "
"18020","ok"
"18021"," membantu"
"18022","makasih mobile jkn"
"18023"," membantu"
"18024"," bagus"
"18025"," membantu rugi download"
"18026"," membantu"
"18027","good"
"18028","good"
"18029"," membantu"
"18030"," membantutp knp tdk dbuka"
"18031","ssngat membantu"
"18032","sngt mmbantu"
"18033"," membantu"
"18034"," memudahkan kegiatan berobat"
"18035","semoga pelayanannya terjagaterimakasih "
"18036","ship"
"18037"," membantu"
"18038"," membantu masyarakat luas tks"
"18039"," instal semoga lancarr"
"18040","ok"
"18041"," jelek"
"18042"," membantu"
"18043","sanggat membantu"
"18044","jos"
"18045","mantap"
"18046"," jkn membantu rakyat "
"18047","manjadikan mudah praktis mantap"
"18048","terima kasih"
"18049"," membantu"
"18050","tolong dipermudah "
"18051","oc"
"18052","mantap"
"18053","bpjs korupsi buka sajja susah pakai rumah sakit persulit bayar iya persulit ajab "
"18054","makasi"
"18055","good"
"18056","susah daftar"
"18057","bpjs ok membantu masyarakat berobat"
"18058","good"
"18059"," membantu"
"18060","mantap"
"18061","ok"
"18062","alhamdulillah bpjs terbantu"
"18063","oke"
"18064","aplikasinya bagus membantu pelayananterima kasih"
"18065","ok"
"18066","fakhri muhammad minuman mengandung bahan aktif bahan bakar minyak mentah jenis kelamin"
"18067"," membantu "
"18068","bagus adax "
"18069","puas gampang"
"18070","alhamdulillah memudahkan keperluan data bpjs"
"18071","good"
"18072","bagus"
"18073","mdhn bpjs sllu bsa mnjamin ksehatan wrgnya"
"18074","terima kasih lancar masuk aman"
"18075"," membantu"
"18076","mantap"
"18077","good"
"18078"," membantu trim"
"18079","mantap"
"18080","mantap"
"18081"," bermanfaat"
"18082","ngebantu banget sih aplikasinya udh repot kantor bpjs lgi klo ganti faskes pekerja mutasi kerja"
"18083","tolong tambahkan fitur menampilkan tanggal aktif rujukan faskes tanggal surat rujukannya terimakasih"
"18084","good"
"18085","memudahkan periksa mohon fitur prose alur periksa"
"18086",""
"18087"," peserta sesuai kartu keluarga pesertanya orang ya "
"18088","skrng lemottrs pemilihan jadwal tdk ubah mending kayak pilih dokter"
"18089","sy cetak anak sy yah"
"18090","membantu skali"
"18091","mantap"
"18092"," pelayanan manual kantor bpjs mantap menit perubahan data langsung beressğ"
"18093"," bermanfaat"
"18094"," membantu"
"18095"," membantu ğğ"
"18096","aplikasinya bermanfaat alhamdulillah permasalahan teratasi keluhan silahkan langsung telphone care centre bpjs nomor terimakasihğ"
"18097","terbaik"
"18098"," download yaa menunggu sampe bosanjelek bangetğ"
"18099","goooood"
"18100","nyaman"
"18101",""
"18102","yth developer mohon otp wa no hp pemilik aktif aktif pengguna whatsapp"
"18103","ka ganti paskes anakyg ktp"
"18104"," berguna "
"18105","alhamdulilah jkn membantu "
"18106","oke"
"18107","kak saaya masuk kog gc bsaa"
"18108"," daftar jkn nyapi ykin bgus"
"18109"," puas"
"18110"," "
"18111","ok"
"18112","oke"
"18113","aplikasinya normal sesuai kebutuhan pertahankan makasih responnya "
"18114","mantap"
"18115","redmi"
"18116","semoga melayani masyarakat"
"18117",""
"18118"," membantu"
"18119","ok"
"18120","ğ"
"18121"," inovatif terima kasihsemoga maju pelayanan bpjsğğğğğ"
"18122"," membantuğğğğ"
"18123","tahi"
"18124","terimakasih jkn membantu "
"18125"," membantu"
"18126","bagus"
"18127","semoga jkn jaya"
"18128","mntap"
"18129"," membsntu"
"18130","kak ya belom bayar bpjs udah auto debet belom bayar ya bpjsnya"
"18131",""
"18132","bagus"
"18133","susah lelet"
"18134","bintang bicara"
"18135"," memuat kartu anggota bpjs jkn "
"18136","gimana merubah no telpon"
"18137","bagus membantu"
"18138"," "
"18139"," gue kasih bintang gue kasih bintang sumpah pagi gue tlp cs pembicaraan obrolan terputus karna pulsa habis cs tlp ya allah kali loh merasakan cs tlp melanjutkan pembicaraan gue apresiasi sih "
"18140","mantap"
"18141"," membantu memudahkan sukses "
"18142","bagus"
"18143"," update terimakasih"
"18144","ğ"
"18145","good"
"18146","hai user perhatikan merubah password fitur lupa password isi nomor id bpjs baris isi nomor hp klik kode verifykasi salam sukses ğğğ"
"18147","ter "
"18148",""
"18149","pengguna "
"18150"," bermanfaat"
"18151","ok"
"18152"," mantabrespon cepat"
"18153","permasalahan teratasi diupdate membaik terimkasih jkn mobile teruslah berinovasi semangatttğğğ"
"18154"," tau"
"18155","mohon ditingkatkan thanks"
"18156","tolong kasih fitur layanan chat dgn cust servis jam utk melayani kendala akun jkn kendala layanan bermasalah"
"18157"," "
"18158","terimkasih membantu"
"18159","ok"
"18160","bagus"
"18161","susah daftar nomer hp"
"18162","pengguna "
"18163"," bagus keperluan bpjs tolong dipermudah login verifikasi"
"18164","bagus"
"18165"," membantu"
"18166","mantap aplikasinya"
"18167","ok"
"18168","membantu"
"18169","bagus"
"18170","susah downlod"
"18171","ok"
"18172","mantaab aplikasinya"
"18173","bagus"
"18174","allhamdulilah semenjak berobat dipermudah biaya bnyak darurat"
"18175"," masuk"
"18176"," suka dgn mobile jkn terima kasih"
"18177","mantab euy"
"18178","bagus lancar"
"18179","ğ"
"18180","ya "
"18181","terima kasih pelayanan pandawa "
"18182","ok"
"18183","good"
"18184","bgus"
"18185"," bagus"
"18186"," buka mobile jkn jaringan ko lemot"
"18187"," lupa passport gmna ya masuk"
"18188","bagus"
"18189"," "
"18190"," mudah utk status bpjs"
"18191"," membantu"
"18192"," membantu"
"18193","update desember "
"18194"," membantu"
"18195"," membantu"
"18196","yuk yukk mempermudah gampang cepat tanggap yukk udah daftar blum bisabisa knapa ya yuk yuk"
"18197","lengkap gampang dipahami"
"18198","okokk"
"18199","mantap"
"18200","terima kasih mobile jkn semoga penambahan bermanfaat"
"18201"," menu konsultasi dokter harap diperbaiki jadwal dokter aktif jam jkn program negara negara siaga rakyatnya terimakasih salam sehat kuat"
"18202"," membantu"
"18203","bagus"
"18204","mantap"
"18205","mohon bantuannya no wa pandawa wilayah purwakarta jkn terhapus reset password"
"18206"," mengikuti mamfaat"
"18207"," bermanfaat mudah"
"18208","ok"
"18209","bismillah"
"18210","keren"
"18211","ok"
"18212","ok"
"18213"," membantu"
"18214","ok"
"18215"," membantu"
"18216","mantap"
"18217"," log in berkat bantuan chika pandawa log in mengakses mobile jkn lancar terimakasih pelayanan org bilang layanan pandawa responnya melebihi kapasitas coba chat pandawa dipagi in sya allah lancar perubahan no hp makan langsung selesaiğğğ"
"18218","oke"
"18219","semoga membantu anak ku bpjs kesehatan"
"18220"," riwayat pelayanan peserta pemilik akun ditampilkan berharap "
"18221"," membantu masyarakat"
"18222","good job fast service"
"18223","alhamdullilah pelayanan jkn mobile bisamempermudah keperluan "
"18224"," membantu"
"18225"," andalin banget"
"18226","bagus"
"18227","good"
"18228","terima kasih responnya mobile jkn "
"18229"," utama mati berobat"
"18230"," parah bossetiap login error terusnggak masuk perlukan tolong perbaiki bos ni biar ngak merugikan orang "
"18231"," daftarin nomor kknya loging kk terdaftar"
"18232"," sdh versi susah loginğ beda penguasa ribet aturanğğğ"
"18233","ok"
"18234","ok"
"18235"," senang bpjs"
"18236","nice"
"18237","mudah cek status kepesertaan"
"18238","oke oce"
"18239"," saldo mobile jkn "
"18240","membantu klo mo dokter ambil antrian"
"18241"," membantu"
"18242","good"
"18243"," membqntu"
"18244"," pengaktifan cek status kepesertaan bpjs dimudahkan"
"18245"," membantu"
"18246","sbg anggota dllajr propinsi jawa timur"
"18247"," efisien mudah memahami menggunakannya"
"18248","mudah efesien"
"18249","cepat mudah"
"18250","mudah praktis cepat antrian"
"18251"," mudah bisacek status kepesertaan"
"18252"," jln sngat membatu "
"18253"," membantu perubahan data"
"18254"," membantu"
"18255","weew"
"18256",""
"18257","pelayanan cepat mudah efisien ramah bpjs palangkaraya jl diponegoro"
"18258","ss"
"18259"," akurat"
"18260"," bermanfaat"
"18261"," membantu"
"18262","bagus"
"18263","good"
"18264","pakai jkn simpel mudah"
"18265"," membantu"
"18266","bagus"
"18267"," paham kerjapungsinya"
"18268","bagus"
"18269","ğğğğğ"
"18270","bagusnice"
"18271"," membantu"
"18272",""
"18273","mantap"
"18274","kredible"
"18275","jkn one"
"18276","ok"
"18277","good"
"18278","sehat"
"18279","mantap"
"18280","aplikasinya membantu"
"18281","alhamdulillah firts time download lgsg rubah faskes berhasil gangguan apapun ğ"
"18282","pelayanan aktivasi pendaptaran kesulitan bantu admin "
"18283","semoga versi update "
"18284",""
"18285","penilaian salah nomer dimasukan nomer kartu nomor pembayaran sekaran loginğ"
"18286","good"
"18287","good"
"18288","daftar peserta orang keluarga buka daftar peserta tinggal mohon petunjukğğğ"
"18289"," membantu"
"18290","mantap"
"18291","lover"
"18292","makasih jkn"
"18293","dah berkali login masuk no bpjs salah pasword salah coba verifikasi sesuai ko gimana admin"
"18294"," bagus mudahh trimssââ"
"18295"," membantu"
"18296"," membantu memudahkan peserta"
"18297","mudah penggunaan informatif"
"18298"," coba"
"18299","bagus"
"18300","mantul"
"18301","urusan berobat mudah"
"18302"," membantu mudah "
"18303","mantap"
"18304","bagus bermanfaat"
"18305","mantap"
"18306"," membantu"
"18307"," membantu"
"18308"," membantu memudahkan peserta"
"18309"," membantu"
"18310"," membantu"
"18311","terimakasih membantu mempersulit dimasa pandemi perbaikan data susah langsung kekantor disana disuruh chat pandawa giliran udah ngechat nggak balasan ditunggu jam udah penuh suruh ngechat besok udah gitu terimakasih kemudahan"
"18312"," pelayanan"
"18313","udah bagus"
"18314"," login "
"18315","ok"
"18316"," mudah membantu terimakasih"
"18317"," membantu"
"18318","oke"
"18319","alhamdulillah "
"18320","membantu mempermudah perpindahan brobat mkasih"
"18321","aplks byk membatu tnp cape kantor lgsg"
"18322","good"
"18323"," bermanfaat bpjs"
"18324","ğğğğ"
"18325","memudahkan peserta mengakses layanan kesehatan"
"18326","sukses cepat efisie mn "
"18327"," no hp bs kode verifikasinya mohon info terima kasih"
"18328","ok"
"18329","sangatâ membantu da aplikasihnya "
"18330","mantap"
"18331","bagus"
"18332"," pindah faskes tolong bantu"
"18333"," membantu"
"18334","good"
"18335","knp bayar tunggakan bpjs paket udah kk ortu"
"18336"," cek status kepesertaanmakasih mobile jkn"
"18337","mudah capat efesien"
"18338",""
"18339"," mudah jkn mobile"
"18340",""
"18341","the best tingkat pelayanan ramah masyarakat"
"18342","oke"
"18343","mantap"
"18344","memudahkan"
"18345","mantap"
"18346","mantap jiwa"
"18347","joossss"
"18348","terima kasih membantu peserta bpjs fiturâ dalamnya keluhan via wa twitter langsung solusi"
"18349"," mudah cek kartu digital jkn"
"18350"," ya klik lupa paswrd gk bsa mengisi nonor hp langsung "
"18351","cepatmudah efesian keluarga"
"18352"," berguna orang"
"18353","ok"
"18354","terima kasih mobile jkn membantu informasi kesehatan mudah"
"18355","semoga"
"18356","terima kasih mobile jkn membantu informasi mudah "
"18357"," dounload"
"18358","mudah diakses membantu peserta jkn"
"18359","pelayan memuaskan"
"18360","aplikasinya bagus mempermudah pengguna jkn"
"18361","mempermudah orang mggunakan bpjs"
"18362","terima kssih mobile jkn sdah membantu mendptkan informasi mudah"
"18363"," membantu"
"18364","aplikasinya bagus"
"18365","mobile jkn mempermudah pengguna bpjs"
"18366"," membantu"
"18367","alhdullialh layan bpjs memuaskan"
"18368"," tidk jaringan internet ya"
"18369","mantap "
"18370"," membantu trimakasih"
"18371","hebat"
"18372","baguss"
"18373","apl membatu"
"18374","top"
"18375"," kasih ulasan kasih bintang ğğğ ğğ"
"18376","trimksih jkn"
"18377"," anggota keluarga masuk daftar tanggungan peserta trims"
"18378","pelayanannya cepat mudah"
"18379","mantap"
"18380","bermanfaat semoga berkah"
"18381","okeeeeey"
"18382"," bermanfaat kantor antri terimakasih bpjs"
"18383"," membantu terimakasih"
"18384","bagus "
"18385","oke the best"
"18386","oke mantab"
"18387","selamat siang jkn anak no aplikasikan jkn terima kasih"
"18388"," memudahkan pengurusan bpjs kesehatan"
"18389"," membantu"
"18390","bagus"
"18391"," liat coment negatif jkn terbantu rusuh klinik dftr jkn mudah praktis ğğ terimakasih jkn ğ"
"18392","bermafaat "
"18393"," membantu"
"18394","bilangnya dimudahkan daftar susahmohon perbaiki kasian masyarakat butuh bpjs"
"18395","mudah efesienterima kasih mobile jkn"
"18396","ok"
"18397"," membantu mudah ribet"
"18398","bagus"
"18399"," puas"
"18400","terima kasih informasi jkt majelismajelis kekekalan anakanakku shakeela makelele kekejaman kakek kejelekan jelekjelek officially glagah palapa global ponsel pempek kamar global flek flek cm on on ic hp foo google makkah official pdf pdf hoon royal islam kamis katakatanya click offline jam foodism kakakku judi isi proposal officially icut judul pangan lgx kb of of office pick office kalia"
"18401","mantap"
"18402"," membantu"
"18403"," transaksi proses ya "
"18404","ğğğ"
"18405"," membantu"
"18406"," membantu sekalo"
"18407","ok"
"18408","ya bagus"
"18409","aplikasinya bagus membantu"
"18410","cepat efesien"
"18411","joooss"
"18412"," memudahkan peserta membantu"
"18413"," membantu"
"18414","alkhamdulillah membantu mempermudah ngurus pergantian alamat bingung ikutin langkah langkah suruh butuh kesabaran ya teman teman pakai nomor handphone daftar udah "
"18415","memudahkan peserta"
"18416"," membantu memudahkan peserta melayani kesehatan"
"18417","konsultasi pandawa memudahkan customer jkn jg memudahkan kontrol premi cek kartu id"
"18418"," membantu memydahkahkan pesertatrimakasih"
"18419"," membantu"
"18420","bagus"
"18421"," bagus"
"18422","trima kasih masukan "
"18423","ok"
"18424","mantap"
"18425","ok sdh berjalan berfungsi "
"18426","bgs"
"18427","top"
"18428"," membantu"
"18429","oke"
"18430","trims"
"18431"," bermanfaat berguna mohon dipermudah diperingkas proses registrasi akun proses login "
"18432","ok"
"18433","mantap"
"18434","smoga tambh berkembang "
"18435","good"
"18436","mantap"
"18437","semoga allah memberkahi aamiin"
"18438","top"
"18439","ok"
"18440"," mobile jkn bermanfaat utk login mudah nomor hp nomor hp daftar reset nomor hp pandawa bpjs nice mjkn ğ"
"18441","josss"
"18442"," membantu"
"18443","mudah perubahan data cepat kali ngerasa puas pelayanan alhamdulillah perbaikan antri nunggu berjam terimakasih tim developer mantap aplikasinya"
"18444"," membantu"
"18445","alhamdulillah"
"18446","terimakasih jkn mobile bpjs berguna senang pegawai ramah lg terimakasih "
"18447"," membantu "
"18448"," "
"18449","oke banget"
"18450","good"
"18451","ok"
"18452","ğğ"
"18453","ok"
"18454","siiip"
"18455","aplikasinya bagus"
"18456","good"
"18457"," membantu"
"18458",""
"18459"," membantu dr jarak "
"18460","jos"
"18461"," membantu memudahkan pesertatrimakasih"
"18462"," log in"
"18463","mempermudah peserta membantutrimakasih"
"18464"," membantu skali"
"18465"," memudahkan peserta"
"18466"," membantu mudahkan pesertatrimakasih"
"18467"," membatu memudahkan pesertatrimakasih"
"18468","ngeliat reviewnya kecewa alhamdulillah terbantu mobile jkn keluhan dengab kartu data alhamdulillah beres selesai terima kasih"
"18469","cepat "
"18470","good luck"
"18471","good"
"18472","good"
"18473","jkn top"
"18474",""
"18475","gut job cepat pindah faskes pakai app "
"18476"," membantu"
"18477","percayadiriterapkan ğğğğğğ"
"18478","aselole"
"18479","goood"
"18480"," memuaskan dipandu sekuriti ramah profesional"
"18481","mudah pengisian aplikasinya"
"18482"," "
"18483","ğğğğ"
"18484","keren"
"18485","nice"
"18486"," membantu"
"18487","kaga update muter muter muluknapa ya sinyal bagus kouta "
"18488","kemudahan informasi data tagihan iuran fasilitas kesehatan riwayat pelayanan konsultasi dokter fasilitas kesehatan tingkat ğğğ"
"18489"," membantu"
"18490","niceee membantu utk mengakses pelayanan bpjs"
"18491","memudahkan data riwayat pelayananpembayaran jkn konsultasi dokter dilayanan tingkat ambil antrian online"
"18492"," membantu lokasi fasilitas kerjasama bpjs kesehatan memudahkan mengecek tagihan iuran memudahkan pindah fasilitas kesehatan kantor bpjs kesehatan"
"18493","pelayanan optimal"
"18494"," mobile jkn membantu mempermudah layanan tatap muka pandemi bpjs kesehatan kereenn"
"18495"," membantu"
"18496"," membantu bermanfaat cek kepesertaan tagihan iuran fitur konsultasi dokter memudahkan utk konsultasi dokter fasilitas kesehatan"
"18497","bagus"
"18498","aplikasinya mempermudah peserta mantap"
"18499"," berhasil berhasil upload mobile jkn klo berhasil konfirmasi lgsg kantornya update datanya bagus krna ni kantor bpjs mantuulll"
"18500"," bermanfaat "
"18501"," membantu informasi terbaru jkn kis"
"18502","ok"
"18503"," membikin kartu bpjs"
"18504","nice"
"18505","jkn"
"18506"," bermanfaat"
"18507"," log in pake kemarin log in pake emailğ gimana solusinya min"
"18508","mobile jkn inovasi solusi terbaik mendaftarkan kepesertaan jkn kis pandemi"
"18509","bagus"
"18510","dgn pelayanan rspn ramah daaaan profesional dg fasilitas bpjs smg dipertahankan"
"18511"," dipermudah genggaman antri dikantor guys ğğ mantaaapğğğ"
"18512"," download pendaftaran auto debetnya"
"18513"," membantu era pandemi meminimalisir orang kontak langsung berkerumun ğğ"
"18514"," kelupaan bw kartu download kis digital mobile jkn pelayanan faskes terkendalağ"
"18515"," kemudahan diperoleh mengakses mobile jkn"
"18516","mantap mudah simpel"
"18517"," bermanfaat"
"18518"," dirasakan manfaatnya mudah diakses informasi dibutuhkan ubah data peserta cek fasilitas kesehatan skrinning kesehatan fitur bermanfaat terima kasih mobile jkn"
"18519"," membantu"
"18520","fitur bertambah memudahkan peserta mengakses layanan kesehatan informasi kepesertaan jkn"
"18521","mantep"
"18522","puas"
"18523","mantap"
"18524","payah"
"18525"," bagus"
"18526","bermanfaat"
"18527","membantu pindah berobat"
"18528","mohon kejelasan resmi ngak daftar takutnya abal kasih bintang"
"18529","ribet"
"18530"," membantu"
"18531","memudahkan pengecekan iuran hak kelas kis digital ğğ"
"18532"," membantu mobile jkn top"
"18533"," mebantu"
"18534","keren sokaliiiiiiiisemua digenggaman download mobile jknsamua so disitu"
"18535","mantap"
"18536","keren membantu nyağğğğ"
"18537"," membantu pokoke aplikasinya joss gandoss"
"18538"," membantucoba cabut gigi puskesmas terdekat sngt cepattanpa ambil nomer langsung lapor cepat pelayananhanya menit selesai terima kasih mobile jkn"
"18539","bagus"
"18540","next will give star"
"18541","mantap "
"18542","ok"
"18543","urusan mudah jkn mobile"
"18544","mantap nian"
"18545"," membantu kesehatan keluarga"
"18546","cv dvhdbud bb cggc"
"18547"," membantu memudahkan pesertatrimakasih"
"18548"," membantu memudahkan peserta trimakasih"
"18549","kendala login no handphone daftarkan aktifhilang login akun susahnya ampun tolong permudah login verifikasi alamat email no handphone aktifhilang mohon update aplikasinya terimakasih"
"18550"," membantu"
"18551"," membantu"
"18552","membantu "
"18553","pelayanan memuaskan tutorialnya mudah dipahami"
"18554","terima kasih aplikai jkn sangan membantu ğ"
"18555"," membantu peserta"
"18556"," membantu memudahkan terima kasih"
"18557"," "
"18558"," jkn nama ehsan aktif"
"18559"," mudah dn efisien pelayanan ramah"
"18560","bermanfaat"
"18561"," aplikasiini membantu sekalitrimakasih"
"18562","ok"
"18563"," apkikasi mobile jkn memudahkan "
"18564"," membantu"
"18565",""
"18566","susah masuk nyakeluar "
"18567","kemudahan peserta mengubahâ lokasi domisili âğğ"
"18568"," sih ka kalolupa sandi pke nmr tlp klo nmr tlp hilang gmna pilihan email no tlp mkin aneh kasih bintang biar rubah sistemnya secpatnya"
"18569","biar bintang tau"
"18570","semoga bermamfaatğ"
"18571","ok"
"18572","semoga bagus "
"18573","pelayanan mudah praktis"
"18574"," memudahkan dlm pengecekan kepastian data "
"18575","trima ksasih mobile jkn sungguh membatu"
"18576","baij"
"18577","bagus"
"18578"," membantu"
"18579"," jkn kis membantu mantap"
"18580","pus"
"18581"," jkn membatu mantap"
"18582"," membantu"
"18583"," login komplain medsos twitter"
"18584","layanan cepat "
"18585","bpjs kota palangka raya cepet tanggap ğğğ"
"18586","ok"
"18587","mantap "
"18588"," membantu"
"18589","layanan bagus cepat"
"18590"," membantu peserta tingkatkan ğğ"
"18591","terimakasih bpjs kesehatan mobile jkn memudahkan pengguna bpjs mengakses layanan kesehatan rumah era pandemi"
"18592"," membantu"
"18593"," bintang "
"18594","ok"
"18595","mantap memuaskan"
"18596"," daftar ndak input nomor telfon dicoba menerus "
"18597"," membatu"
"18598","mantaap membantu"
"18599"," membantu"
"18600","ok lancar"
"18601"," mendaftar bpjs kesehan melindungi keluarga sejahtera"
"18602","oke mantap"
"18603","bagus"
"18604"," mobile jkn bagus"
"18605"," bermanfaat"
"18606","bagus cuman rumit"
"18607","good"
"18608","mengembalikanwhat upyg hilang"
"18609","bagus"
"18610","bagus"
"18611"," bsemanfaat keluarga hidup tenang"
"18612","ok banget"
"18613","oke banget pokok "
"18614","bagus kali"
"18615","gk update"
"18616","ok"
"18617","good"
"18618","ğ"
"18619","ğğğ"
"18620"," membantu"
"18621","ok"
"18622"," membantu"
"18623"," bermanfaat mudah "
"18624"," bermanfaat mudah "
"18625","cek tungg "
"18626"," mengalami hambatan serius kecuali gangguan signal"
"18627","good"
"18628"," membantu"
"18629"," mudah akses"
"18630"," kendala bpjs nomor handphone matigimana utuk mengaftikan mobile jkn"
"18631","pelayanan sip"
"18632"," membantu memuaskan"
"18633","amplikasi simpel keluarga"
"18634","mantap"
"18635"," bermanfaat"
"18636","good"
"18637"," membantu"
"18638"," mobile jkn hp kitabyk sekli manfaat kemudahan diperoleh status kepesertaan iuran disaat kartu bpjs ketinggalan dgn klik mobile jkn byk lg kemudahan mobile jkn hp dgn klik terlampauiğğğğ"
"18639","mobile jkn membantu masyarakat harapkan melek teknologi mudah tertipu orang orang bertanggung memudahkan masyarakat didalam perlindungan kesehatannya tunggakan peserta kelas faskes masyarakat akses mobile jkn susah payah kekantor cabang pelayanan kesehatan masyarakatcukup pakai adro"
"18640"," mudah praktis ringkas ribet kantor udh beres urusan bpjs kesehatan lupa nomor kartu disni kartu digital pindah faskes turun kelas rawat bs lwt maju pelayanan kesehatan mensejahterakan masyarakat bidang kesehatan kerennn"
"18641"," mobile jkn susah mendaftarkan kluarga jd peserta bpjs kesehatan tinggal klik "
"18642"," membantu"
"18643","good"
"18644"," mobile jkn membantu peserta pelayanan tampa antri kantor biar peserta peserta kesulitan umpama hilang kartu cek tgl bayar bpjs mobile jkn pesrta hp endroit silah donlot mobele jkn daftar diplistur warga donlot mobele jkn"
"18645"," terkeren membantu peserta jkn kisuntuk informasi terupdate program jknkispengurusan administrasi ribettanpa antri daftar pindah faskes turun kelas daftar autodebit tau ketersedian kamar rumah sakit yuuukkk chekkonsultasi dokter daftar fasilitas kesehatan rumah ajaaa ğğ mobile jkn the best"
"18646"," membantu"
"18647","bpjs kesehatan nasabah cerdas digitalini kategori perkembangan zamanğ"
"18648","ok"
"18649"," bermanfaat "
"18650","terima kasih"
"18651","lengkap mudah"
"18652","bagus"
"18653","ğğğğ"
"18654","alhamdulillah"
"18655"," kali memasukan nohandpon viripikasi nyh data sesuai bpjs ituno beli mohon penjelasan nyh"
"18656"," membantu"
"18657","mantap berobat pake kartu digital"
"18658","min bayar iuran dana dana transaksi berhasil jkn status diterima bank ya "
"18659","mantap"
"18660"," membantu mobile jkn"
"18661"," membantu"
"18662","bagus kemajuan "
"18663","bgaus"
"18664","good joob ğğª"
"18665"," memudahkan klinik puskesmas langsung daftar via jkn antri klinik puskesmas ğ"
"18666","gurriihh"
"18667","kereeeen"
"18668"," membantu tks"
"18669"," membantu"
"18670","bagus la bermanfaat"
"18671"," memudahkan membantu ğğ"
"18672"," jkn mantap membantu "
"18673","gimana rubah nama sam alamat "
"18674","bagus mantabhğ"
"18675","bpjs kesehatan the best"
"18676"," membantu "
"18677","mobile jkn membantu"
"18678","bpjs membantu mantap"
"18679"," bermanfaat "
"18680","membantu banget aplikasinya berobat lupa bawa kartu tinggal kasih liat kartu digital dipakai chat konsultasi dokter bermanfaat disaat pandemi kayak gini ğ"
"18681"," membantu "
"18682","good"
"18683"," membantu bermanfaat dimasa pamdemi shingga tdk repot kantor bpjs kesehatan"
"18684","mantap"
"18685"," bagus membantu pengguna bpjs keshatan"
"18686"," membantu pindah kelas faskes kantor lg"
"18687","mempermudah sibuk nggak kantor bpjs kesehatan love you mobile jkn"
"18688"," gampang pke mobile jkn liat iuran ganti faskes berobat tinggal tnjukin mobile jkn pkoknya suka pke mobile memudahkan pgguna kartu bpjs kesehatan"
"18689"," mudah pelayanan fasilitas kesehatan"
"18690"," membantuğğğ"
"18691","bagus"
"18692","terimakasih"
"18693"," membantu tks"
"18694","mobile jkn mak josssğğğ"
